epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,82.7787,1.57723,1.37795,1.74849,0.8415,0.5,0.67882,0.30835,1.7755,1.63858,1.61831,0.0008912,0.0008912,0.0008912
114,83.33,1.4683,1.28401,1.62415,0.93374,0.5,0.63223,0.31187,1.75049,1.66824,1.60452,0.0008813,0.0008813,0.0008813
115,83.8152,1.64288,1.51881,1.71906,0.93374,0.5,0.63223,0.31187,1.75049,1.66824,1.60452,0.0008714,0.0008714,0.0008714
116,84.2999,1.60236,1.42952,1.6651,0.92935,0.5,0.63663,0.32766,1.7938,1.73916,1.6045,0.0008615,0.0008615,0.0008615
117,84.7689,1.59215,1.44818,1.59211,0.92935,0.5,0.63663,0.32766,1.7938,1.73916,1.6045,0.0008516,0.0008516,0.0008516
118,85.3083,1.48498,1.30315,1.59853,0.75912,0.5,0.64214,0.31661,1.80729,1.67444,1.61979,0.0008417,0.0008417,0.0008417
119,85.89,1.42848,1.30725,1.58268,0.75912,0.5,0.64214,0.31661,1.80729,1.67444,1.61979,0.0008318,0.0008318,0.0008318
120,86.4236,1.62272,1.26323,1.56265,0.91577,0.5,0.72833,0.39421,1.79918,1.37574,1.59581,0.0008219,0.0008219,0.0008219
121,86.8828,1.47594,1.28521,1.55886,0.91577,0.5,0.72833,0.39421,1.79918,1.37574,1.59581,0.000812,0.000812,0.000812
122,87.6744,1.32577,1.16721,1.45466,1,0.97239,0.995,0.5278,1.76596,0.99093,1.60766,0.0008021,0.0008021,0.0008021
123,88.3221,1.36785,1.27446,1.63169,1,0.97239,0.995,0.5278,1.76596,0.99093,1.60766,0.0007922,0.0007922,0.0007922
124,89.126,1.45757,1.34714,1.46939,0.96421,1,0.995,0.55483,1.67725,1.04067,1.53515,0.0007823,0.0007823,0.0007823
125,90.0126,1.47784,1.20143,1.54096,0.96421,1,0.995,0.55483,1.67725,1.04067,1.53515,0.0007724,0.0007724,0.0007724
126,91.5127,1.64085,1.41446,1.68937,1,0.98926,0.995,0.58484,1.4133,1.20832,1.39024,0.0007625,0.0007625,0.0007625
127,92.0199,1.5628,1.36577,1.66236,1,0.98926,0.995,0.58484,1.4133,1.20832,1.39024,0.0007526,0.0007526,0.0007526
128,92.6003,1.5026,1.16928,1.53339,1,0.70738,0.91167,0.41021,1.57933,1.43963,1.4083,0.0007427,0.0007427,0.0007427
129,93.111,1.45542,1.27942,1.52559,1,0.70738,0.91167,0.41021,1.57933,1.43963,1.4083,0.0007328,0.0007328,0.0007328
130,93.6748,1.25366,1.08934,1.34597,0.56526,0.75,0.78786,0.33239,1.72905,1.6771,1.52064,0.0007229,0.0007229,0.0007229
131,94.1839,1.30731,1.31272,1.50615,0.56526,0.75,0.78786,0.33239,1.72905,1.6771,1.52064,0.000713,0.000713,0.000713
132,94.7379,1.26607,1.11479,1.4117,1,0.7305,0.85611,0.33557,1.91835,1.60549,1.66416,0.0007031,0.0007031,0.0007031
133,95.3944,1.39807,1.22179,1.37378,1,0.7305,0.85611,0.33557,1.91835,1.60549,1.66416,0.0006932,0.0006932,0.0006932
134,95.916,1.35932,1.24652,1.44034,0.98626,0.75,0.945,0.33581,1.77243,1.41356,1.6988,0.0006833,0.0006833,0.0006833
135,96.4357,1.47661,1.26984,1.5059,0.98626,0.75,0.945,0.33581,1.77243,1.41356,1.6988,0.0006734,0.0006734,0.0006734
136,96.9515,1.45404,1.36932,1.60159,1,0.98644,0.995,0.44333,1.86941,1.23292,1.71852,0.0006635,0.0006635,0.0006635
137,97.4883,1.24092,1.02031,1.34411,1,0.98644,0.995,0.44333,1.86941,1.23292,1.71852,0.0006536,0.0006536,0.0006536
138,98.0017,1.33735,1.1598,1.45181,1,0.9789,0.995,0.47949,1.857,1.15118,1.69182,0.0006437,0.0006437,0.0006437
139,98.5106,1.33647,1.1579,1.3774,1,0.9789,0.995,0.47949,1.857,1.15118,1.69182,0.0006338,0.0006338,0.0006338
140,99.0083,1.15944,0.96741,1.33507,0.98328,0.75,0.945,0.46932,1.81362,1.16899,1.70025,0.0006239,0.0006239,0.0006239
141,99.5276,1.48597,1.21733,1.71181,0.98328,0.75,0.945,0.46932,1.81362,1.16899,1.70025,0.000614,0.000614,0.000614
142,100.102,1.24974,1.05095,1.4203,1,0.74388,0.83591,0.44722,1.86995,1.41037,1.69506,0.0006041,0.0006041,0.0006041
143,100.739,1.18849,0.9923,1.38315,1,0.74388,0.83591,0.44722,1.86995,1.41037,1.69506,0.0005942,0.0005942,0.0005942
144,101.477,1.24964,1.13151,1.39386,1,0.70727,0.845,0.3829,1.83373,1.73552,1.69622,0.0005843,0.0005843,0.0005843
145,102.28,1.44285,1.21168,1.55446,1,0.70727,0.845,0.3829,1.83373,1.73552,1.69622,0.0005744,0.0005744,0.0005744
146,103.221,1.3037,1.0092,1.37132,0.94868,0.5,0.75611,0.36278,1.75534,1.93589,1.65835,0.0005645,0.0005645,0.0005645
147,103.763,1.27833,1.01652,1.38298,0.94868,0.5,0.75611,0.36278,1.75534,1.93589,1.65835,0.0005546,0.0005546,0.0005546
148,104.299,1.59668,1.31353,1.68898,0.95776,0.5,0.75611,0.43245,1.6912,1.60497,1.5786,0.0005447,0.0005447,0.0005447
149,104.786,1.05535,0.82377,1.21329,0.95776,0.5,0.75611,0.43245,1.6912,1.60497,1.5786,0.0005348,0.0005348,0.0005348
150,105.306,1.51221,1.30632,1.68159,1,0.74696,0.945,0.46301,1.52727,1.35287,1.49831,0.0005249,0.0005249,0.0005249
151,105.821,1.37897,1.05129,1.41181,1,0.74696,0.945,0.46301,1.52727,1.35287,1.49831,0.000515,0.000515,0.000515
152,106.368,1.33639,1.15133,1.50501,1,0.96494,0.995,0.57358,1.52546,1.32719,1.49925,0.0005051,0.0005051,0.0005051
153,107.025,1.34123,1.21361,1.40547,1,0.96494,0.995,0.57358,1.52546,1.32719,1.49925,0.0004952,0.0004952,0.0004952
154,107.567,1.1076,1.12864,1.39078,1,0.73853,0.91167,0.54475,1.58588,1.33262,1.52716,0.0004853,0.0004853,0.0004853
155,108.07,0.95762,0.88317,1.20642,1,0.73853,0.91167,0.54475,1.58588,1.33262,1.52716,0.0004754,0.0004754,0.0004754
156,108.581,1.28477,0.99795,1.34518,1,0.74257,0.91167,0.47505,1.67619,1.64447,1.55287,0.0004655,0.0004655,0.0004655
157,109.048,1.35509,1.28226,1.50131,1,0.74257,0.91167,0.47505,1.67619,1.64447,1.55287,0.0004556,0.0004556,0.0004556
158,109.642,1.2099,1.06524,1.4386,1,0.74546,0.91167,0.43803,1.77906,1.77086,1.62908,0.0004457,0.0004457,0.0004457
159,110.183,1.15868,1.02072,1.36292,1,0.74546,0.91167,0.43803,1.77906,1.77086,1.62908,0.0004358,0.0004358,0.0004358
160,110.776,1.23492,1.05209,1.31718,1,0.74343,0.945,0.45359,1.71193,1.40793,1.6487,0.0004259,0.0004259,0.0004259
161,111.293,1.07676,0.92085,1.3145,1,0.74343,0.945,0.45359,1.71193,1.40793,1.6487,0.000416,0.000416,0.000416
162,111.83,1.19404,1.00109,1.29685,0.66621,0.9983,0.84917,0.39196,1.61687,1.34031,1.6116,0.0004061,0.0004061,0.0004061
163,112.328,1.32755,1.01913,1.47077,0.66621,0.9983,0.84917,0.39196,1.61687,1.34031,1.6116,0.0003962,0.0003962,0.0003962
164,112.848,1.18197,0.93718,1.34788,1,0.96097,0.995,0.46333,1.51227,1.28522,1.55745,0.0003863,0.0003863,0.0003863
165,113.35,1.21849,0.91853,1.36233,1,0.96097,0.995,0.46333,1.51227,1.28522,1.55745,0.0003764,0.0003764,0.0003764
166,114.221,1.09481,0.89461,1.25738,1,0.98073,0.995,0.53823,1.49403,1.04566,1.55649,0.0003665,0.0003665,0.0003665
167,115.068,1.3008,1.08837,1.52683,1,0.98073,0.995,0.53823,1.49403,1.04566,1.55649,0.0003566,0.0003566,0.0003566
168,115.905,1.12534,0.97198,1.29208,1,0.92097,0.995,0.54034,1.64376,1.06707,1.54853,0.0003467,0.0003467,0.0003467
169,116.598,1.38289,1.08879,1.54749,1,0.92097,0.995,0.54034,1.64376,1.06707,1.54853,0.0003368,0.0003368,0.0003368
170,117.138,1.14594,0.91925,1.35057,1,0.93637,0.995,0.56142,1.66308,1.10854,1.56925,0.0003269,0.0003269,0.0003269
171,117.657,1.09588,0.95604,1.33132,1,0.93637,0.995,0.56142,1.66308,1.10854,1.56925,0.000317,0.000317,0.000317
172,118.182,1.16086,0.8836,1.35622,1,0.98773,0.995,0.60517,1.65582,1.11302,1.56051,0.0003071,0.0003071,0.0003071
173,118.724,0.94293,0.79904,1.17552,1,0.98773,0.995,0.60517,1.65582,1.11302,1.56051,0.0002972,0.0002972,0.0002972
174,119.511,1.0158,0.94025,1.27483,0.97571,1,0.995,0.57379,1.61216,1.10421,1.54405,0.0002873,0.0002873,0.0002873
175,120.02,1.15975,1.02003,1.38537,0.97571,1,0.995,0.57379,1.61216,1.10421,1.54405,0.0002774,0.0002774,0.0002774
176,120.532,1.16908,0.9347,1.34071,0.97689,1,0.995,0.58808,1.58591,1.09818,1.51722,0.0002675,0.0002675,0.0002675
177,121.04,1.09989,0.99189,1.36666,0.97689,1,0.995,0.58808,1.58591,1.09818,1.51722,0.0002576,0.0002576,0.0002576
178,121.54,1.24521,0.99505,1.39913,0.98119,1,0.995,0.57983,1.57973,1.11131,1.48398,0.0002477,0.0002477,0.0002477
179,122.109,1.14877,1.06878,1.32256,0.98119,1,0.995,0.57983,1.57973,1.11131,1.48398,0.0002378,0.0002378,0.0002378
180,122.672,1.04789,0.93398,1.32527,0.9839,1,0.995,0.596,1.61343,1.0585,1.4891,0.0002279,0.0002279,0.0002279
181,123.212,0.94084,0.84752,1.21694,0.9839,1,0.995,0.596,1.61343,1.0585,1.4891,0.000218,0.000218,0.000218
182,123.725,0.8917,0.81271,1.13519,0.98429,1,0.995,0.596,1.64552,0.95675,1.51717,0.0002081,0.0002081,0.0002081
183,124.262,0.98909,1.0147,1.3112,0.98429,1,0.995,0.596,1.64552,0.95675,1.51717,0.0001982,0.0001982,0.0001982
184,124.797,1.25603,1.17192,1.5846,0.98603,1,0.995,0.5965,1.67956,0.89599,1.54437,0.0001883,0.0001883,0.0001883
185,125.318,1.20115,1.09922,1.41264,0.98603,1,0.995,0.5965,1.67956,0.89599,1.54437,0.0001784,0.0001784,0.0001784
186,125.834,1.04151,0.84049,1.2978,0.9844,1,0.995,0.60258,1.65896,0.89245,1.5178,0.0001685,0.0001685,0.0001685
187,126.348,1.21332,0.93054,1.46299,0.9844,1,0.995,0.60258,1.65896,0.89245,1.5178,0.0001586,0.0001586,0.0001586
188,127.144,1.08275,0.9051,1.20683,0.9813,1,0.995,0.61667,1.60773,0.88464,1.49192,0.0001487,0.0001487,0.0001487
189,127.978,1.17221,0.97457,1.44333,0.9813,1,0.995,0.61667,1.60773,0.88464,1.49192,0.0001388,0.0001388,0.0001388
190,128.809,1.38689,1.16524,1.52546,0.97935,1,0.995,0.61317,1.56376,0.89575,1.46028,0.0001289,0.0001289,0.0001289
