epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,1247.27,0.58052,0.33983,0.81311,0.99214,0.97327,0.98912,0.85057,0.50419,0.31957,0.7928,0.000755,0.000755,0.000755
82,1262.15,0.59671,0.3465,0.81419,0.996,0.97274,0.98927,0.83481,0.56782,0.31895,0.79748,0.000748813,0.000748813,0.000748813
83,1278.38,0.58584,0.3404,0.81073,0.99264,0.98496,0.98962,0.83698,0.50105,0.32352,0.79206,0.000742625,0.000742625,0.000742625
84,1293.83,0.57408,0.3383,0.81275,0.98884,0.98488,0.98937,0.85,0.47464,0.3166,0.79014,0.000736438,0.000736438,0.000736438
85,1309.7,0.57481,0.33969,0.81272,0.99214,0.97544,0.98923,0.84273,0.49243,0.31718,0.79469,0.00073025,0.00073025,0.00073025
86,1324.8,0.579,0.33749,0.8138,0.9894,0.9866,0.98969,0.85112,0.4785,0.30332,0.79158,0.000724062,0.000724062,0.000724062
87,1340.6,0.56182,0.32749,0.81247,0.99595,0.97453,0.98916,0.8443,0.54984,0.34157,0.79444,0.000717875,0.000717875,0.000717875
88,1355.37,0.56471,0.33407,0.81069,0.99497,0.97473,0.9891,0.84862,0.4744,0.30897,0.78719,0.000711687,0.000711687,0.000711687
89,1371.47,0.56737,0.33462,0.81077,0.98644,0.98456,0.98938,0.84684,0.46661,0.29968,0.78721,0.0007055,0.0007055,0.0007055
90,1387.1,0.54889,0.33133,0.81023,0.9974,0.96649,0.98407,0.85065,0.46134,0.29952,0.7905,0.000699312,0.000699312,0.000699312
91,1402.25,0.55665,0.32538,0.80724,0.99101,0.97598,0.98948,0.84187,0.50561,0.31904,0.79002,0.000693125,0.000693125,0.000693125
92,1417.21,0.5633,0.32625,0.8111,0.99201,0.98391,0.98951,0.85377,0.46655,0.29322,0.78722,0.000686937,0.000686937,0.000686937
93,1432.78,0.5496,0.32328,0.80973,0.98651,0.98652,0.98936,0.85438,0.45722,0.30154,0.78628,0.00068075,0.00068075,0.00068075
94,1447.5,0.55126,0.32321,0.81253,0.99476,0.97231,0.98379,0.84136,0.47239,0.31167,0.78741,0.000674562,0.000674562,0.000674562
95,1462.14,0.55603,0.32884,0.80862,0.99442,0.97332,0.98796,0.84969,0.46969,0.30995,0.78813,0.000668375,0.000668375,0.000668375
96,1478.08,0.53915,0.3256,0.80919,0.98816,0.97755,0.98882,0.84067,0.48003,0.30967,0.78542,0.000662188,0.000662188,0.000662188
97,1494.05,0.5584,0.32475,0.80659,0.99516,0.97116,0.98822,0.84432,0.49033,0.32216,0.79204,0.000656,0.000656,0.000656
98,1509.16,0.56432,0.32937,0.81021,0.99333,0.97583,0.98919,0.84641,0.48091,0.31126,0.78852,0.000649813,0.000649813,0.000649813
99,1524.52,0.54443,0.31902,0.80996,0.98511,0.97989,0.98935,0.85972,0.46641,0.29798,0.78473,0.000643625,0.000643625,0.000643625
100,1539.47,0.53175,0.3115,0.80508,0.99833,0.97285,0.98908,0.84874,0.4765,0.30619,0.78459,0.000637437,0.000637437,0.000637437
101,1554.71,0.54573,0.31749,0.81301,0.98934,0.97966,0.98936,0.85759,0.45904,0.30653,0.78675,0.00063125,0.00063125,0.00063125
102,1570.38,0.53933,0.31701,0.80409,0.99658,0.97721,0.98962,0.8451,0.49636,0.31669,0.78825,0.000625062,0.000625062,0.000625062
