epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,113.983,0.47819,0.64355,0.83513,0.98889,1,0.995,0.69375,1.19424,0.79522,1.36187,0.0001685,0.0001685,0.0001685
187,114.496,0.38413,0.57548,0.87843,0.98889,1,0.995,0.69375,1.19424,0.79522,1.36187,0.0001586,0.0001586,0.0001586
188,115.014,0.41915,0.57491,0.80792,0.98906,1,0.995,0.69375,1.23457,0.79263,1.39441,0.0001487,0.0001487,0.0001487
189,115.482,0.42571,0.62133,0.88958,0.98906,1,0.995,0.69375,1.23457,0.79263,1.39441,0.0001388,0.0001388,0.0001388
190,116.02,0.47873,0.62442,0.87801,0.9891,1,0.995,0.66708,1.2501,0.80121,1.41555,0.0001289,0.0001289,0.0001289
191,117.414,0.36524,0.75226,0.81274,0.9891,1,0.995,0.66708,1.2501,0.80121,1.41555,0.000119,0.000119,0.000119
192,118.809,0.36587,0.72989,0.82051,0.98873,1,0.995,0.66708,1.26429,0.81527,1.44966,0.0001091,0.0001091,0.0001091
193,119.764,0.34122,0.71978,0.82205,0.98873,1,0.995,0.66708,1.26429,0.81527,1.44966,9.92e-05,9.92e-05,9.92e-05
194,120.375,0.35036,0.69849,0.72402,0.98874,1,0.995,0.66708,1.27856,0.82107,1.47025,8.93e-05,8.93e-05,8.93e-05
195,121.051,0.3322,0.69503,0.83106,0.98874,1,0.995,0.66708,1.27856,0.82107,1.47025,7.94e-05,7.94e-05,7.94e-05
196,121.758,0.34657,0.7458,0.78062,0.98825,1,0.995,0.65875,1.28341,0.83024,1.47472,6.95e-05,6.95e-05,6.95e-05
197,122.518,0.34373,0.67733,0.81778,0.98825,1,0.995,0.65875,1.28341,0.83024,1.47472,5.96e-05,5.96e-05,5.96e-05
198,123.304,0.33499,0.65754,0.80291,0.98829,1,0.995,0.66708,1.28943,0.82637,1.4732,4.97e-05,4.97e-05,4.97e-05
199,123.891,0.27584,0.65996,0.80629,0.98829,1,0.995,0.66708,1.28943,0.82637,1.4732,3.98e-05,3.98e-05,3.98e-05
200,124.437,0.49018,0.72641,0.83994,0.98792,1,0.995,0.66708,1.28496,0.82099,1.47107,2.99e-05,2.99e-05,2.99e-05
